[UI_REPLACE] admin-management.html | Replaced 🔍 with <i data-lucide="search"></i>
[LOG_REPLACE] design-new.html | console.log(`✅ Project info updated for step ${stepNumber}:` -> console.log(`[SUCCESS] Project info updated for step ${stepNumber}:`
[LOG_REPLACE] design-new.html | console.warn('⚠️ notification-manager.js not found, skipping...' -> console.warn('[WARNING] notification-manager.js not found, skipping...'
[LOG_REPLACE] design-new.html | console.log('✅ Product data refreshed from server' -> console.log('[SUCCESS] Product data refreshed from server'
[LOG_REPLACE] design-new.html | console.error('❌ Error refreshing product data:' -> console.error('[ERROR] Error refreshing product data:'
[LOG_REPLACE] design-new.html | console.log('⚠️ Projects not available yet, will retry...' -> console.log('[WARNING] Projects not available yet, will retry...'
[LOG_REPLACE] design-new.html | console.log('📦 API Response:' -> console.log('[INVENTORY] API Response:'
[LOG_REPLACE] design-new.html | console.log(`📊 Total projects received: ${result.data.length}` -> console.log(`[STATS] Total projects received: ${result.data.length}`
[LOG_REPLACE] design-new.html | console.log(`✅ Filtered projects: ${designProjects.length} projects` -> console.log(`[SUCCESS] Filtered projects: ${designProjects.length} projects`
[LOG_REPLACE] design-new.html | console.warn('⚠️ API response không có data hoặc result.success = false' -> console.warn('[WARNING] API response không có data hoặc result.success = false'
[LOG_REPLACE] design-new.html | console.error('❌ Error loading projects:' -> console.error('[ERROR] Error loading projects:'
[LOG_REPLACE] design-new.html | console.log('📊 Stats calculated:' -> console.log('[STATS] Stats calculated:'
[LOG_REPLACE] design-new.html | console.error('❌ Error updating project stats:' -> console.error('[ERROR] Error updating project stats:'
[LOG_REPLACE] design-new.html | console.log(`🔍 After filtering: ${filtered.length} projects` -> console.log(`[SEARCH] After filtering: ${filtered.length} projects`
[LOG_REPLACE] design-new.html | console.error('❌ Error in renderProjectsList:' -> console.error('[ERROR] Error in renderProjectsList:'
[LOG_REPLACE] design-new.html | console.error('❌ projectsListView container not found!' -> console.error('[ERROR] projectsListView container not found!'
[LOG_REPLACE] design-new.html | console.log(`✅ List view rendered with ${projects.length} projects` -> console.log(`[SUCCESS] List view rendered with ${projects.length} projects`
[LOG_REPLACE] design-new.html | console.error('❌ projectsGridView container not found!' -> console.error('[ERROR] projectsGridView container not found!'
[LOG_REPLACE] design-new.html | console.log(`✅ Grid view rendered with ${projects.length} projects` -> console.log(`[SUCCESS] Grid view rendered with ${projects.length} projects`
[LOG_REPLACE] design-new.html | console.log(`✅ Loaded ${result.files.length} files from server` -> console.log(`[SUCCESS] Loaded ${result.files.length} files from server`
[LOG_REPLACE] design-new.html | console.log('ℹ️ No files found on server' -> console.log('[INFO] No files found on server'
[LOG_REPLACE] design-new.html | console.warn(`⚠️ ${file.name} response không thành công:` -> console.warn(`[WARNING] ${file.name} response không thành công:`
[LOG_REPLACE] design-new.html | console.error(`❌ Upload ${file.name} failed với status ${uploadResponse.status}:` -> console.error(`[ERROR] Upload ${file.name} failed với status ${uploadResponse.status}:`
[LOG_REPLACE] design-new.html | console.error('❌ Upload to server failed:' -> console.error('[ERROR] Upload to server failed:'
[LOG_REPLACE] design-new.html | console.log(`📊 Upload summary: ${successCount} success, ${errorCount} errors out of ${files.length} files` -> console.log(`[STATS] Upload summary: ${successCount} success, ${errorCount} errors out of ${files.length} files`
[LOG_REPLACE] design-new.html | console.error('❌ Could not save files to sessionStorage:' -> console.error('[ERROR] Could not save files to sessionStorage:'
[LOG_REPLACE] design-new.html | console.warn('⚠️ loadDesignFilesFromServer: No project selected' -> console.warn('[WARNING] loadDesignFilesFromServer: No project selected'
[LOG_REPLACE] design-new.html | console.log(`✅ Loaded ${uploadedDesignFiles.length} design files from server` -> console.log(`[SUCCESS] Loaded ${uploadedDesignFiles.length} design files from server`
[LOG_REPLACE] design-new.html | console.warn('⚠️ Error loading design files from server:' -> console.warn('[WARNING] Error loading design files from server:'
[LOG_REPLACE] design-new.html | console.log(`✅ Loaded ${uploadedDesignFiles.length} design files from sessionStorage for project ${projectId}` -> console.log(`[SUCCESS] Loaded ${uploadedDesignFiles.length} design files from sessionStorage for project ${projectId}`
[LOG_REPLACE] design-new.html | console.error('❌ Error parsing saved files:' -> console.error('[ERROR] Error parsing saved files:'
[LOG_REPLACE] design-new.html | console.warn('⚠️ designFilesList container not found' -> console.warn('[WARNING] designFilesList container not found'
[LOG_REPLACE] design-new.html | console.error('❌ File not found in array:' -> console.error('[ERROR] File not found in array:'
[LOG_REPLACE] design-new.html | console.log('✅ Deleted file from server:' -> console.log('[SUCCESS] Deleted file from server:'
[LOG_REPLACE] design-new.html | console.warn('⚠️ Could not delete file from server:' -> console.warn('[WARNING] Could not delete file from server:'
[LOG_REPLACE] design-new.html | console.log('✅ Remaining files:' -> console.log('[SUCCESS] Remaining files:'
[LOG_REPLACE] design-new.html | console.log('✅ Loaded' -> console.log('[SUCCESS] Loaded'
[LOG_REPLACE] design-new.html | console.log(`⚠️ Keeping local data for item ${key} (local updated: ${localItem.updated_at})` -> console.log(`[WARNING] Keeping local data for item ${key} (local updated: ${localItem.updated_at})`
[LOG_REPLACE] design-new.html | console.log('✅ Có sản phẩm, tự động chuyển sang step 2' -> console.log('[SUCCESS] Có sản phẩm, tự động chuyển sang step 2'
[LOG_REPLACE] design-new.html | console.warn('⚠️ No data returned from server' -> console.warn('[WARNING] No data returned from server'
[LOG_REPLACE] design-new.html | console.error('❌ Error loading quotation items:' -> console.error('[ERROR] Error loading quotation items:'
[LOG_REPLACE] design-new.html | console.log('✅ Created project_item:' -> console.log('[SUCCESS] Created project_item:'
[LOG_REPLACE] design-new.html | console.log('✅ Using API V2 (ACT Style):' -> console.log('[SUCCESS] Using API V2 (ACT Style):'
[LOG_REPLACE] design-new.html | console.log('📦 loadAccessories called (placeholder)' -> console.log('[INVENTORY] loadAccessories called (placeholder)'
[LOG_REPLACE] design-new.html | console.warn('⚠️ Step 5 has been removed. Maximum step is 4.' -> console.warn('[WARNING] Step 5 has been removed. Maximum step is 4.'
[LOG_REPLACE] design-new.html | console.warn(`⚠️ Step indicator step${i} not found` -> console.warn(`[WARNING] Step indicator step${i} not found`
[LOG_REPLACE] design-new.html | console.log(`✅ Step ${i} set to ACTIVE` -> console.log(`[SUCCESS] Step ${i} set to ACTIVE`
[LOG_REPLACE] design-new.html | console.log(`✅ Step ${i} set to COMPLETED` -> console.log(`[SUCCESS] Step ${i} set to COMPLETED`
[LOG_REPLACE] design-new.html | console.log(`✅ Step ${i} set to AVAILABLE` -> console.log(`[SUCCESS] Step ${i} set to AVAILABLE`
[LOG_REPLACE] design-new.html | console.log(`✅ Step indicators updated. Current step: ${currentStep}` -> console.log(`[SUCCESS] Step indicators updated. Current step: ${currentStep}`
[LOG_REPLACE] design-new.html | console.log('📦 [goToStep] Force saving BOM data when leaving Step 3' -> console.log('[INVENTORY] [goToStep] Force saving BOM data when leaving Step 3'
[LOG_REPLACE] design-new.html | console.warn('⚠️ Step 5 has been removed. Maximum step is 4.' -> console.warn('[WARNING] Step 5 has been removed. Maximum step is 4.'
[LOG_REPLACE] design-new.html | console.log(`✅ Step ${stepNumber} content shown` -> console.log(`[SUCCESS] Step ${stepNumber} content shown`
[LOG_REPLACE] design-new.html | console.error(`❌ Step ${stepNumber} content element not found` -> console.error(`[ERROR] Step ${stepNumber} content element not found`
[LOG_REPLACE] design-new.html | console.log('✅ Product data loaded successfully' -> console.log('[SUCCESS] Product data loaded successfully'
[LOG_REPLACE] design-new.html | console.error('❌ Error loading product data:' -> console.error('[ERROR] Error loading product data:'
[LOG_REPLACE] design-new.html | console.warn('⚠️ Step 2 entered but currentProject is null' -> console.warn('[WARNING] Step 2 entered but currentProject is null'
[LOG_REPLACE] design-new.html | console.log('ℹ️ BOM data loaded, checking inventory...' -> console.log('[INFO] BOM data loaded, checking inventory...'
[LOG_REPLACE] design-new.html | console.warn('⚠️ No BOM data to check inventory' -> console.warn('[WARNING] No BOM data to check inventory'
[LOG_REPLACE] design-new.html | console.log('✅ Loaded inventory data:' -> console.log('[SUCCESS] Loaded inventory data:'
[LOG_REPLACE] design-new.html | console.log('✅ Loaded aluminum data:' -> console.log('[SUCCESS] Loaded aluminum data:'
[LOG_REPLACE] design-new.html | console.log('✅ Loaded glass data from unified inventory:' -> console.log('[SUCCESS] Loaded glass data from unified inventory:'
[LOG_REPLACE] design-new.html | console.log('📦 inventoryMap keys:' -> console.log('[INVENTORY] inventoryMap keys:'
[LOG_REPLACE] design-new.html | console.log('✅ Đã lưu dữ liệu Bóc tách:' -> console.log('[SUCCESS] Đã lưu dữ liệu Bóc tách:'
[LOG_REPLACE] design-new.html | console.error('❌ Lỗi lưu BOM data:' -> console.error('[ERROR] Lỗi lưu BOM data:'
[LOG_REPLACE] design-new.html | console.error('❌ Lỗi khi lưu dữ liệu BOM:' -> console.error('[ERROR] Lỗi khi lưu dữ liệu BOM:'
[LOG_REPLACE] design-new.html | console.error('❌ Lỗi lưu BOM data: API endpoint không tồn tại: POST /api/project-materials/' -> console.error('[ERROR] Lỗi lưu BOM data: API endpoint không tồn tại: POST /api/project-materials/'
[LOG_REPLACE] design-new.html | console.log('ℹ️ Chưa có dữ liệu BOM đã lưu cho project này' -> console.log('[INFO] Chưa có dữ liệu BOM đã lưu cho project này'
[LOG_REPLACE] design-new.html | console.log(`✅ Loaded ${bocTachData.phukien.length} phụ kiện items` -> console.log(`[SUCCESS] Loaded ${bocTachData.phukien.length} phụ kiện items`
[LOG_REPLACE] design-new.html | console.log('⚠️ Dữ liệu BOM được tải từ fallback, tự động lưu vào database để đồng bộ...' -> console.log('[WARNING] Dữ liệu BOM được tải từ fallback, tự động lưu vào database để đồng bộ...'
[LOG_REPLACE] design-new.html | console.warn('⚠️ Không thể load BOM data từ server:' -> console.warn('[WARNING] Không thể load BOM data từ server:'
[LOG_REPLACE] design-new.html | console.warn('⚠️ No BOM data to load' -> console.warn('[WARNING] No BOM data to load'
[LOG_REPLACE] design-new.html | console.warn('⚠️ Could not load default prices from inventory:' -> console.warn('[WARNING] Could not load default prices from inventory:'
[LOG_REPLACE] design-new.html | console.log('✅ Đã tạo production order:' -> console.log('[SUCCESS] Đã tạo production order:'
[LOG_REPLACE] design-new.html | console.warn('⚠️ No BOM data to check (nhom, kinh, vattu, phukien are all empty)' -> console.warn('[WARNING] No BOM data to check (nhom, kinh, vattu, phukien are all empty)'
[LOG_REPLACE] design-new.html | console.log(`📦 Loaded: ${accessoriesData.length} accessories, ${aluminumData.length} aluminum, ${glassData.length} glass, ${vatTuPhuData.length} vật tư phụ, ${inventoryRawData.length} inventory items` -> console.log(`[INVENTORY] Loaded: ${accessoriesData.length} accessories, ${aluminumData.length} aluminum, ${glassData.length} glass, ${vatTuPhuData.length} vật tư phụ, ${inventoryRawData.length} inventory items`
[LOG_REPLACE] design-new.html | console.log('⚠️ Glass API returned 0 items, trying to load from inventory table...' -> console.log('[WARNING] Glass API returned 0 items, trying to load from inventory table...'
[LOG_REPLACE] design-new.html | console.log(`✅ Total normalized inventory data: ${inventoryData.length} items` -> console.log(`[SUCCESS] Total normalized inventory data: ${inventoryData.length} items`
[LOG_REPLACE] design-new.html | console.error('❌ Error loading inventory:' -> console.error('[ERROR] Error loading inventory:'
[LOG_REPLACE] design-new.html | console.log(`📊 Kính result: required=${requiredPanels} tấm, available=${available} tấm, shortage=${shortage} tấm, status=${status}, found=${found}` -> console.log(`[STATS] Kính result: required=${requiredPanels} tấm, available=${available} tấm, shortage=${shortage} tấm, status=${status}, found=${found}`
[LOG_REPLACE] design-new.html | console.log(`📊 Result: required=${required}, available=${available}, shortage=${shortage}, status=${status}, found=${found}` -> console.log(`[STATS] Result: required=${required}, available=${available}, shortage=${shortage}, status=${status}, found=${found}`
[LOG_REPLACE] design-new.html | console.log(`📊 Phụ kiện result: required=${required}, available=${available}, shortage=${shortage}, status=${status}` -> console.log(`[STATS] Phụ kiện result: required=${required}, available=${available}, shortage=${shortage}, status=${status}`
[LOG_REPLACE] design-new.html | console.warn('⚠️ No inventory data available' -> console.warn('[WARNING] No inventory data available'
[LOG_REPLACE] design-new.html | console.log(`✅ Found by code: ${item.item_code} (${item.item_name}), quantity: ${item.quantity}, item_type: ${item.item_type}` -> console.log(`[SUCCESS] Found by code: ${item.item_code} (${item.item_name}), quantity: ${item.quantity}, item_type: ${item.item_type}`
[LOG_REPLACE] design-new.html | console.log(`✅ Found by exact name match: ${item.item_code} (${item.item_name}), quantity: ${item.quantity}, item_type: ${item.item_type}` -> console.log(`[SUCCESS] Found by exact name match: ${item.item_code} (${item.item_name}), quantity: ${item.quantity}, item_type: ${item.item_type}`
[LOG_REPLACE] design-new.html | console.log(`✅ Found vật tư phụ by flexible match: ${item.item_code} (${item.item_name}), quantity: ${item.quantity}, category: ${item.category}` -> console.log(`[SUCCESS] Found vật tư phụ by flexible match: ${item.item_code} (${item.item_name}), quantity: ${item.quantity}, category: ${item.category}`
[LOG_REPLACE] design-new.html | console.log(`✅ Found phụ kiện by flexible match: ${item.item_code} (${item.item_name}), stock: ${item.quantity}, category: ${item.category}` -> console.log(`[SUCCESS] Found phụ kiện by flexible match: ${item.item_code} (${item.item_name}), stock: ${item.quantity}, category: ${item.category}`
[LOG_REPLACE] design-new.html | console.log('📊 inventoryCheckResults:' -> console.log('[STATS] inventoryCheckResults:'
[LOG_REPLACE] design-new.html | console.log(`✅ Added Nhôm: ${item.name}, shortage=${item.shortage || item.required}, density=${bocTachItem?.density || 0}, weight=${bocTachItem?.weight || 0}` -> console.log(`[SUCCESS] Added Nhôm: ${item.name}, shortage=${item.shortage || item.required}, density=${bocTachItem?.density || 0}, weight=${bocTachItem?.weight || 0}`
[LOG_REPLACE] design-new.html | console.log(`✅ Added Kính: ${item.name}, shortage=${item.shortage || item.required}, width=${width}, height=${height}, area=${area}, panels=${panels}, bocTachItem:` -> console.log(`[SUCCESS] Added Kính: ${item.name}, shortage=${item.shortage || item.required}, width=${width}, height=${height}, area=${area}, panels=${panels}, bocTachItem:`
[LOG_REPLACE] design-new.html | console.log(`✅ Added Vật tư phụ: ${item.name}, shortage=${item.shortage || item.required}` -> console.log(`[SUCCESS] Added Vật tư phụ: ${item.name}, shortage=${item.shortage || item.required}`
[LOG_REPLACE] design-new.html | console.log(`✅ Added Phụ kiện: ${item.name}, shortage=${item.shortage || item.required}` -> console.log(`[SUCCESS] Added Phụ kiện: ${item.name}, shortage=${item.shortage || item.required}`
[LOG_REPLACE] design-new.html | console.log('📦 Collected items:' -> console.log('[INVENTORY] Collected items:'
[LOG_REPLACE] design-new.html | console.warn(`⚠️ Invalid category: ${category}` -> console.warn(`[WARNING] Invalid category: ${category}`
[LOG_REPLACE] design-new.html | console.error(`❌ Table body not found: ${config.tbodyId}` -> console.error(`[ERROR] Table body not found: ${config.tbodyId}`
[LOG_REPLACE] design-new.html | console.log(`ℹ️ No items to render for ${category}` -> console.log(`[INFO] No items to render for ${category}`
[LOG_REPLACE] design-new.html | console.log('✅ Saved successfully:' -> console.log('[SUCCESS] Saved successfully:'
[LOG_REPLACE] design-new.html | console.log('✅ Saved nhom:' -> console.log('[SUCCESS] Saved nhom:'
[LOG_REPLACE] design-new.html | console.log('✅ Saved kinh:' -> console.log('[SUCCESS] Saved kinh:'
[LOG_REPLACE] design-new.html | console.log('✅ Saved vattu:' -> console.log('[SUCCESS] Saved vattu:'
[LOG_REPLACE] design-new.html | console.log('✅ Saved phukien:' -> console.log('[SUCCESS] Saved phukien:'
[LOG_REPLACE] design-new.html | console.log('📦 All data saved to sessionStorage. Navigating to purchase-request.html...' -> console.log('[INVENTORY] All data saved to sessionStorage. Navigating to purchase-request.html...'
[LOG_REPLACE] design-new.html | console.log('✅ Added phukien:' -> console.log('[SUCCESS] Added phukien:'
[LOG_REPLACE] design-new.html | console.log('✅ Added empty phụ kiện row for manual entry' -> console.log('[SUCCESS] Added empty phụ kiện row for manual entry'
[LOG_REPLACE] design-new.html | console.log('✅ Update successful. Data saved to database. Will refresh on next page load.' -> console.log('[SUCCESS] Update successful. Data saved to database. Will refresh on next page load.'
[LOG_REPLACE] design-new.html | console.error('❌ Error updating product:' -> console.error('[ERROR] Error updating product:'
[LOG_REPLACE] design-new.html | console.log('📊 Exporting product list to Excel with logo...' -> console.log('[STATS] Exporting product list to Excel with logo...'
[LOG_REPLACE] design-new.html | console.error('❌ deleteProductItem: itemId is required' -> console.error('[ERROR] deleteProductItem: itemId is required'
[LOG_REPLACE] design-new.html | console.log('✅ Removed item from local array. Remaining items:' -> console.log('[SUCCESS] Removed item from local array. Remaining items:'
[LOG_REPLACE] design-new.html | console.error('❌ Error deleting product:' -> console.error('[ERROR] Error deleting product:'
[LOG_REPLACE] design-new.html | console.error('❌ Error saving bocTachData:' -> console.error('[ERROR] Error saving bocTachData:'
[LOG_REPLACE] design-new.html | console.error('❌ Error loading bocTachData:' -> console.error('[ERROR] Error loading bocTachData:'
[LOG_REPLACE] design-new.html | console.log('✅ Loaded' -> console.log('[SUCCESS] Loaded'
[LOG_REPLACE] design-new.html | console.log('🔍 Glass API response:' -> console.log('[SEARCH] Glass API response:'
[LOG_REPLACE] design-new.html | console.log('✅ Loaded' -> console.log('[SUCCESS] Loaded'
[LOG_REPLACE] design-new.html | console.log('⚠️ No glass data from unified API, using sample data' -> console.log('[WARNING] No glass data from unified API, using sample data'
[LOG_REPLACE] design-new.html | console.log(`✅ Loaded ${vatTuPhuData.data.length} supplementary materials from unified API` -> console.log(`[SUCCESS] Loaded ${vatTuPhuData.data.length} supplementary materials from unified API`
[LOG_REPLACE] design-new.html | console.log('🔍 Fetching ALL accessories for phukien...' -> console.log('[SEARCH] Fetching ALL accessories for phukien...'
[LOG_REPLACE] design-new.html | console.log('🔍 ALL accessories response:' -> console.log('[SEARCH] ALL accessories response:'
[LOG_REPLACE] design-new.html | console.log('✅ Loaded' -> console.log('[SUCCESS] Loaded'
[LOG_REPLACE] design-new.html | console.error('❌ NO ACCESSORIES DATA! API response:' -> console.error('[ERROR] NO ACCESSORIES DATA! API response:'
[LOG_REPLACE] design-new.html | console.log('✅ Search focus handlers setup complete' -> console.log('[SUCCESS] Search focus handlers setup complete'
[LOG_REPLACE] design-new.html | console.error('❌ phukienSuggestionsDropdown not found' -> console.error('[ERROR] phukienSuggestionsDropdown not found'
[LOG_REPLACE] design-new.html | console.log(`✅ Selected ${type}:` -> console.log(`[SUCCESS] Selected ${type}:`
[LOG_REPLACE] design-new.html | console.log('🔍 Glass item added from cache:' -> console.log('[SEARCH] Glass item added from cache:'
[LOG_REPLACE] design-new.html | console.error('❌ PremiumIcons library not loaded!' -> console.error('[ERROR] PremiumIcons library not loaded!'
[LOG_REPLACE] design-new.html | console.log('✅ Premium SVG icons initialized' -> console.log('[SUCCESS] Premium SVG icons initialized'
[UI_REPLACE] design-new.html | Replaced 📦 with <i data-lucide="package"></i>
[UI_REPLACE] design-new.html | Replaced 🔍 with <i data-lucide="search"></i>
[UI_REPLACE] design-new.html | Replaced ❌ with <i data-lucide="x-circle"></i>
[UI_REPLACE] design-new.html | Replaced ✅ with <i data-lucide="check-circle"></i>
[UI_REPLACE] design-new.html | Replaced ⚠️ with <i data-lucide="alert-triangle"></i>
[UI_REPLACE] door-editor.html | Replaced ❌ with <i data-lucide="x-circle"></i>
[UI_REPLACE] door-editor.html | Replaced ⚠️ with <i data-lucide="alert-triangle"></i>
[LOG_REPLACE] exported-materials.html | console.warn('⚠️ No BOM data found for project' -> console.warn('[WARNING] No BOM data found for project'
[LOG_REPLACE] exported-materials.html | console.log(`📦 Inventory loaded: ${accessoriesData.length} accessories, ${aluminumData.length} aluminum, ${glassData.length} glass, ${vatTuPhuData.length} vật tư phụ` -> console.log(`[INVENTORY] Inventory loaded: ${accessoriesData.length} accessories, ${aluminumData.length} aluminum, ${glassData.length} glass, ${vatTuPhuData.length} vật tư phụ`
[LOG_REPLACE] exported-materials.html | console.warn('⚠️ Could not load export history:' -> console.warn('[WARNING] Could not load export history:'
[LOG_REPLACE] exported-materials.html | console.log(`✅ Total normalized inventory: ${inventoryData.length} items` -> console.log(`[SUCCESS] Total normalized inventory: ${inventoryData.length} items`
[LOG_REPLACE] exported-materials.html | console.log(`✅ Result: ${exported.length} có thể xuất, ${insufficient.length} thiếu kho` -> console.log(`[SUCCESS] Result: ${exported.length} có thể xuất, ${insufficient.length} thiếu kho`
[LOG_REPLACE] exported-materials.html | console.log('📊 Material Statistics Updated:' -> console.log('[STATS] Material Statistics Updated:'
[LOG_REPLACE] exported-materials.html | console.log('📦 Tổng vật tư:' -> console.log('[INVENTORY] Tổng vật tư:'
[LOG_REPLACE] exported-materials.html | console.log('✅ Có thể xuất:' -> console.log('[SUCCESS] Có thể xuất:'
[LOG_REPLACE] exported-materials.html | console.log('⚠️ Chưa đủ:' -> console.log('[WARNING] Chưa đủ:'
[LOG_REPLACE] exported-materials.html | console.log('📦 Đã rời kho:' -> console.log('[INVENTORY] Đã rời kho:'
[LOG_REPLACE] exported-materials.html | console.log('✅' -> console.log('[SUCCESS]'
[LOG_REPLACE] exported-materials.html | console.warn('⚠️' -> console.warn('[WARNING]'
[LOG_REPLACE] exported-materials.html | console.log('ℹ️' -> console.log('[INFO]'
[UI_REPLACE] exported-materials.html | Replaced 📦 with <i data-lucide="package"></i>
[UI_REPLACE] exported-materials.html | Replaced 📊 with <i data-lucide="bar-chart-3"></i>
[UI_REPLACE] exported-materials.html | Replaced 🔍 with <i data-lucide="search"></i>
[UI_REPLACE] exported-materials.html | Replaced ❌ with <i data-lucide="x-circle"></i>
[UI_REPLACE] exported-materials.html | Replaced ✅ with <i data-lucide="check-circle"></i>
[UI_REPLACE] exported-materials.html | Replaced ⚠️ with <i data-lucide="alert-triangle"></i>
[UI_REPLACE] exported-materials.html | Replaced 💰 with <i data-lucide="wallet"></i>
[LOG_REPLACE] finance-dashboard.html | console.log('✅ Sync result:' -> console.log('[SUCCESS] Sync result:'
[LOG_REPLACE] finance-dashboard.html | console.log('⚠️ Sync skipped:' -> console.log('[WARNING] Sync skipped:'
[LOG_REPLACE] finance-dashboard.html | console.log('✅ Dashboard loaded!' -> console.log('[SUCCESS] Dashboard loaded!'
[LOG_REPLACE] finance-dashboard.html | console.log('📊 Loading KPIs...' -> console.log('[STATS] Loading KPIs...'
[LOG_REPLACE] finance-dashboard.html | console.log('📦 Dashboard data:' -> console.log('[INVENTORY] Dashboard data:'
[LOG_REPLACE] finance-dashboard.html | console.log('📈 Data received:' -> console.log('[PROGRESS] Data received:'
[LOG_REPLACE] finance-payments.html | console.log('🔴 cancelPayment called with id:' -> console.log('[ERROR] cancelPayment called with id:'
[LOG_REPLACE] finance-payments.html | console.log('🔴 prompt result:' -> console.log('[ERROR] prompt result:'
[LOG_REPLACE] finance-payments.html | console.log('🔴 User cancelled the prompt dialog' -> console.log('[ERROR] User cancelled the prompt dialog'
[LOG_REPLACE] finance-payments.html | console.log('🔴 User cancelled the confirm dialog' -> console.log('[ERROR] User cancelled the confirm dialog'
[LOG_REPLACE] finance-payments.html | console.log('🔴 Calling cancel API for id:' -> console.log('[ERROR] Calling cancel API for id:'
[LOG_REPLACE] finance-payments.html | console.log('🔴 API response status:' -> console.log('[ERROR] API response status:'
[LOG_REPLACE] finance-payments.html | console.log('🔴 API response body:' -> console.log('[ERROR] API response body:'
